Departamento,Código Dane departamento,Municipio,Código Dane municipio,Año,Hembras Cria Comercial Familiar,Hembras Reemplazo Comercial Familiar,Machos Reproductores Comercial Familiar,Porcinos Lactantes Comercial Familiar,Porcinos Precebo Comercial Familiar,Porcinos Levante Comercial Familiar,Porcinos Ceba Comercial Familiar,Total Predios Porcinos Comercial Familiar,Hembras Cria Comercial Industrial,Hembras Reemplazo Comercial Industrial,Machos Reproductores Comercial Industrial,Porcinos Lactantes Comercial Industrial,Porcinos Precebo Comercial Industrial,Porcinos Levante Comercial Industrial,Porcinos Ceba Comercial Industrial,Total Predios Porcinos Comercial Industrial,Hembras Cria Producción Tecnificada,Hembras Reemplazo Producción Tecnificada,Machos Reproductores Producción Tecnificada,Porcinos Lactantes Producción Tecnificada,Porcinos Precebo Producción Tecnificada,Porcinos Levante Producción Tecnificada,Porcinos Ceba Producción Tecnificada,Total Granjas Porcinas Tecnificadas,Hembras Cria Traspatio,Hembras Reemplazo Traspatio,Machos Reproductores Traspatio,Porcinos Lactantes Traspatio,Porcinos Precebo Traspatio,Porcinos Levante Traspatio,Porcinos Ceba Traspatio,Total Predios Traspatio
Bolívar,13,Barranco de Loba,13074,2021,68,32,14,75,29,279,0,20,36,0,1,44,48,157,0,1,0,0,0,0,0,0,0,0,224,146,100,303,130,564,98,150
Bolívar,13,Calamar,13140,2021,90,29,30,0,36,493,73,32,10,6,4,0,0,50,0,1,0,0,0,0,0,0,0,0,615,407,326,814,355,1384,272,495
Bolívar,13,Cantagallo,13160,2021,103,155,23,8,1071,765,0,62,30,15,7,50,105,90,0,3,0,0,0,0,0,0,0,0,334,223,58,446,200,830,134,83
Bolívar,13,Cicuco,13188,2021,246,85,44,279,623,408,21,73,37,11,7,51,103,113,0,3,0,0,0,0,0,0,0,0,830,545,340,1093,498,1939,324,500
Bolívar,13,Córdoba,13212,2021,147,21,48,700,51,625,242,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,795,530,263,1061,477,1862,318,377
Bolívar,13,Clemencia,13222,2021,46,22,7,0,380,261,0,26,0,0,0,0,0,100,0,1,0,0,0,0,0,0,0,0,667,445,245,890,400,1535,266,350
Bolívar,13,El Carmen de Bolívar,13244,2021,311,52,67,150,109,1984,649,120,112,0,19,52,29,405,51,8,0,0,0,0,0,0,0,0,1090,727,322,1454,654,2587,436,461
Bolívar,13,El Guamo,13248,2021,216,78,34,131,699,511,165,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,745,497,334,993,447,1651,298,477
Bolívar,13,El Peñón,13268,2021,115,66,11,136,57,408,30,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309,209,155,412,185,665,123,319
Bolívar,13,Hatillo de Loba,13300,2021,278,72,59,235,206,853,28,81,24,30,4,48,32,104,0,2,0,0,0,0,0,0,0,0,774,515,470,1034,464,1609,305,679
Bolívar,13,Magangué,13430,2021,466,222,120,570,1531,3529,346,279,41,0,5,26,129,178,0,5,0,0,0,0,0,0,0,0,2936,1958,1140,3915,1762,6690,1175,1628
Bolívar,13,Mahates,13433,2021,188,99,31,37,23,1438,364,105,130,36,17,0,0,142,150,12,0,0,0,0,0,0,0,0,708,472,330,944,425,1557,283,475
Bolívar,13,Margarita,13440,2021,396,185,62,988,633,1281,235,134,56,22,6,120,81,103,0,4,0,0,0,0,0,0,0,0,1271,845,572,1695,765,2881,495,828
Bolívar,13,María la Baja,13442,2021,296,249,111,951,1041,2744,903,237,20,20,0,118,50,50,0,1,0,0,0,0,0,0,0,0,1970,1313,615,2621,1175,4647,785,884
Bolívar,13,Montecristo,13458,2021,0,1,0,0,0,374,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,521,345,200,700,310,1220,208,288
Bolívar,13,Mompós,13468,2021,499,165,96,1033,639,702,384,164,37,12,4,16,29,28,20,3,0,0,0,0,0,0,0,0,2195,1463,1025,2926,1316,4834,872,1472
Bolívar,13,Morales,13473,2021,195,15,57,872,346,240,273,89,12,0,3,18,10,0,0,1,0,0,0,0,0,0,0,0,600,400,260,800,360,1340,240,372
Bolívar,13,Norosí,13490,2021,136,47,60,464,534,498,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,540,362,287,725,326,1170,217,410
Bolívar,13,Pinillos,13549,2021,36,60,15,142,121,198,9,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,621,414,285,828,369,1382,242,412
Bolívar,13,Regidor,13580,2021,253,157,74,146,391,331,334,84,36,41,4,94,67,78,0,3,0,0,0,0,0,0,0,0,644,429,292,859,386,1425,258,417
Bolívar,13,Rioviejo,13600,2021,112,12,35,0,284,196,113,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,270,210,537,241,864,161,298
Bolívar,13,San Cristóbal,13620,2021,37,20,6,76,14,370,575,37,10,0,2,0,0,13,0,1,0,0,0,0,0,0,0,0,662,443,209,885,398,1563,266,298
Bolívar,13,San Estanislao,13647,2021,102,39,23,208,0,513,95,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,643,428,200,857,386,1513,257,289
Bolívar,13,San Fernando,13650,2021,292,147,45,443,663,729,79,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,615,409,331,820,368,1310,245,474
Bolívar,13,San Jacinto,13654,2021,169,330,71,151,0,1206,798,88,54,34,7,16,0,88,57,5,0,0,0,0,0,0,0,0,968,645,254,1290,580,2328,387,363
Bolívar,13,San Jacinto del Cauca,13655,2021,62,16,8,452,0,96,219,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,610,405,224,813,366,1411,240,320
Bolívar,13,San Juan Nepomuceno,13657,2021,462,182,89,488,735,1616,903,167,69,12,11,26,88,100,36,6,0,0,0,0,0,0,0,0,1454,984,568,1922,876,3623,601,844
Bolívar,13,San Martin de Loba,13667,2021,124,57,28,311,20,333,30,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340,227,132,454,204,776,136,189
Bolívar,13,San Pablo,13670,2021,129,33,27,35,1247,245,113,59,91,11,13,19,195,88,0,7,0,0,0,0,0,0,0,0,330,220,89,440,198,791,132,124
Bolívar,13,Santa Catalina,13673,2021,212,55,24,60,1041,1184,658,114,0,0,0,0,0,0,115,1,0,0,0,0,0,0,0,0,1030,687,326,1374,618,2425,412,465
Bolívar,13,Santa Rosa,13683,2021,202,99,80,265,419,1651,240,104,146,25,17,175,268,299,0,5,0,0,0,0,0,0,0,0,545,363,212,725,327,1247,215,307
Bolívar,13,Santa Rosa del Sur,13688,2021,9,2,2,0,11,64,0,2,4,4,2,35,0,86,0,1,0,0,0,0,0,0,0,0,630,420,131,840,378,1553,252,187
Bolívar,13,Simití,13744,2021,91,99,55,341,330,1709,0,73,33,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,565,377,117,753,339,1388,226,167
Bolívar,13,Soplaviento,13760,2021,14,15,5,70,0,214,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,718,479,354,958,431,1561,287,505
Bolívar,13,Talaigua Nuevo,13780,2021,140,80,34,281,371,539,48,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,977,651,445,1302,586,2159,391,636
Bolívar,13,Tiquisio (Puerto Rico),13810,2021,203,100,54,44,9,796,53,77,0,0,0,450,0,8,0,1,0,0,0,0,0,0,0,0,615,410,232,820,369,1436,220,331
Bolívar,13,Turbaco,13836,2021,248,98,52,209,940,1175,54,87,268,46,22,404,555,540,88,15,344,54,12,935,840,1372,0,3,1477,985,322,1969,886,3617,591,460
Bolívar,13,Turbaná,13838,2021,306,21,64,194,601,1221,254,89,133,11,16,165,122,208,196,8,0,0,0,0,0,0,0,0,1086,724,307,1447,651,2588,434,438
Bolívar,13,Villanueva,13873,2021,96,48,51,361,7,967,634,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,902,601,312,1203,541,2094,361,445
Bolívar,13,Zambrano,13894,2021,211,79,57,289,288,695,139,64,66,31,13,84,50,240,65,4,0,0,0,0,0,0,0,0,540,360,311,720,324,1129,216,444
Boyacá,15,Tunja,15001,2021,82,11,19,37,222,191,3,19,23,0,0,12,45,18,0,1,0,0,0,0,0,0,0,0,42,19,9,18,162,98,0,66
Boyacá,15,Almeida,15022,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10,17,0,3
Boyacá,15,Aquitania,15047,2021,8,0,2,13,0,0,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,4
Boyacá,15,Arcabuco,15051,2021,28,3,4,41,44,239,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,0,9,61,20,24
Boyacá,15,Belén,15087,2021,252,28,35,260,649,257,40,42,159,31,14,206,291,186,19,10,0,0,0,0,0,0,0,0,38,19,16,12,234,11,13,28
Boyacá,15,Berbeo,15090,2021,10,0,3,14,12,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,2,7,2,4
Boyacá,15,Betéitiva,15092,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,8,10,52,58,61,51,20
Boyacá,15,Boavita,15097,2021,34,9,10,19,83,135,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,2,0,51,51,3,24
Boyacá,15,Boyacá,15104,2021,7,5,1,16,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,7,9,5
Boyacá,15,Briceño,15106,2021,45,9,9,23,116,52,9,13,20,0,1,0,10,0,10,1,0,0,0,0,0,0,0,0,6,3,1,0,25,17,1,6
Boyacá,15,Buenavista,15109,2021,39,11,5,26,73,72,22,7,15,0,2,35,63,40,0,2,0,0,0,0,0,0,0,0,5,0,1,0,29,2,0,4
Boyacá,15,Busbanzá,15114,2021,0,0,0,0,0,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Boyacá,15,Caldas,15131,2021,17,1,1,5,8,40,25,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,10,4,0,135,32,17,31
Boyacá,15,Campohermoso,15135,2021,10,0,1,28,12,34,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,13,10,0,2
Boyacá,15,Cerinza,15162,2021,36,25,7,46,60,0,13,8,14,0,1,8,9,0,0,1,0,0,0,0,0,0,0,0,4,2,1,0,53,17,16,12
Boyacá,15,Chinavita,15172,2021,73,4,7,58,10,322,89,21,106,10,6,46,0,255,0,6,140,6,4,200,250,450,0,1,40,0,2,0,0,222,112,57
Boyacá,15,Chiquinquirá,15176,2021,33,13,8,3,142,129,87,15,66,36,4,18,107,80,168,4,0,0,0,0,0,0,0,0,16,9,7,5,60,63,33,26
Boyacá,15,Chiscas,15180,2021,12,6,1,0,69,13,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5,0,21,3
Boyacá,15,Chita,15183,2021,27,6,6,7,69,38,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,6,3,0,86,12,29,29
Boyacá,15,Chitaraque,15185,2021,45,11,8,45,85,21,96,5,25,0,3,24,5,40,0,2,0,0,0,0,0,0,0,0,3,1,2,11,12,10,3,6
Boyacá,15,Chivatá,15187,2021,0,0,0,0,0,0,0,0,10,0,1,0,0,4,0,1,0,0,0,0,0,0,0,0,5,1,0,0,34,14,3,15
Boyacá,15,Ciénega,15189,2021,34,0,4,56,46,105,101,8,35,1,3,58,7,383,112,3,100,0,2,165,216,348,0,1,8,0,0,0,10,50,14,11
Boyacá,15,Cómbita,15204,2021,40,3,20,17,99,14,62,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0,52,57,1,28
Boyacá,15,Coper,15212,2021,15,3,2,0,45,41,5,5,55,0,5,89,142,66,0,4,0,0,0,0,0,0,0,0,2,0,0,0,8,16,0,3
Boyacá,15,Corrales,15215,2021,0,2,2,0,0,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,3,0,1
Boyacá,15,Covarachía,15218,2021,7,2,4,0,23,17,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,13,7,7,7
Boyacá,15,Cubará,15223,2021,17,2,7,60,0,36,85,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,163,12,27
Boyacá,15,Cucaita,15224,2021,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,3,0,27,73,17,31
Boyacá,15,Cuítiva,15226,2021,11,0,2,11,0,43,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,2
Boyacá,15,Chíquiza,15232,2021,3,0,2,0,9,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,3,3,43,17,84,31,70
Boyacá,15,Chivor,15236,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,10,0,8,7,10
Boyacá,15,Duitama,15238,2021,49,33,8,36,61,141,74,14,139,3,7,120,227,155,0,4,0,0,0,0,0,0,0,0,19,1,4,23,30,91,50,28
Boyacá,15,El Cocuy,15244,2021,16,6,6,0,52,50,62,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,0,13,3
Boyacá,15,El Espino,15248,2021,67,8,10,38,210,22,5,11,17,10,1,0,9,113,0,1,0,0,0,0,0,0,0,0,11,2,2,9,57,16,0,12
Boyacá,15,Firavitoba,15272,2021,33,5,3,11,17,70,40,10,53,4,6,51,55,196,71,3,0,0,0,0,0,0,0,0,17,2,3,0,0,82,66,18
Boyacá,15,Floresta,15276,2021,10,3,0,0,10,34,71,3,15,8,0,23,0,0,12,1,0,0,0,0,0,0,0,0,2,3,0,0,0,18,0,4
Boyacá,15,Gachantivá,15293,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,8
Boyacá,15,Gámeza,15296,2021,4,0,2,0,20,19,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,12,9,2
Boyacá,15,Garagoa,15299,2021,68,11,16,35,0,197,135,19,75,1,7,0,0,193,65,3,150,20,4,120,500,500,0,1,17,4,3,0,0,135,46,34
Boyacá,15,Guacamayas,15317,2021,3,1,2,0,24,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,3,0,46,38,15,16
Boyacá,15,Guateque,15322,2021,45,6,3,95,142,101,0,10,112,10,6,170,301,117,225,5,80,2,4,84,200,400,0,1,12,0,1,0,78,10,17,15
Boyacá,15,Guayatá,15325,2021,19,0,2,24,99,2,39,7,32,0,2,76,60,120,0,1,170,50,2,350,685,240,0,1,17,1,1,0,116,10,1,17
Boyacá,15,Güicán,15332,2021,5,3,1,0,0,0,2,1,77,7,3,105,79,0,217,1,60,12,3,220,100,300,0,1,1,6,0,0,0,0,22,3
Boyacá,15,Iza,15362,2021,9,0,1,0,0,30,0,1,10,0,1,16,0,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,3
Boyacá,15,Jenesano,15367,2021,28,40,7,45,75,116,22,12,0,0,0,0,0,0,0,0,220,65,5,350,800,950,0,1,18,0,1,0,13,45,111,24
Boyacá,15,Jericó,15368,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2
Boyacá,15,Labranzagrande,15377,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,5,34,55,40,60,16
Boyacá,15,La Capilla,15380,2021,57,3,5,31,26,271,113,14,174,16,13,220,299,743,21,9,88,5,2,100,300,380,0,1,14,32,0,0,6,53,33,13
Boyacá,15,La Victoria,15401,2021,3,0,1,10,0,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Boyacá,15,La Uvita,15403,2021,20,0,3,0,66,19,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,43,46,6,14
Boyacá,15,Villa de Leiva,15407,2021,10,4,3,31,0,21,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,4,1,0,2
Boyacá,15,Macanal,15425,2021,9,0,2,0,12,13,38,2,11,3,1,0,0,65,0,1,0,0,0,0,0,0,0,0,5,1,1,0,9,8,16,6
Boyacá,15,Maripí,15442,2021,26,3,5,23,90,25,0,6,14,4,2,12,23,25,0,1,137,0,5,520,500,0,0,1,2,0,0,0,15,31,0,6
Boyacá,15,Miraflores,15455,2021,39,0,4,110,70,18,14,12,50,0,3,132,200,40,0,2,0,0,0,0,0,0,0,0,20,0,2,53,127,25,3,34
Boyacá,15,Mongua,15464,2021,0,0,0,0,0,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1
Boyacá,15,Monguí,15466,2021,6,0,1,0,0,20,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,9,14,3
Boyacá,15,Moniquirá,15469,2021,121,9,24,284,95,274,253,28,194,34,19,242,125,665,0,11,0,0,0,0,0,0,0,0,20,19,4,107,37,38,35,34
Boyacá,15,Motavita,15476,2021,0,0,0,0,0,0,0,0,17,0,2,10,20,10,0,1,0,0,0,0,0,0,0,0,24,2,5,44,27,12,77,50
Boyacá,15,Muzo,15480,2021,7,0,2,0,37,18,0,3,17,8,3,30,85,28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Boyacá,15,Nobsa,15491,2021,0,0,0,0,0,0,0,0,15,0,2,40,30,60,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Boyacá,15,Nuevo Colón,15494,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1
Boyacá,15,Oicatá,15500,2021,20,6,3,1,52,20,0,3,23,11,2,4,23,93,0,1,0,0,0,0,0,0,0,0,4,0,1,0,18,35,5,21
Boyacá,15,Otanche,15507,2021,22,1,5,7,33,35,45,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,1,9,51,13,7,7
Boyacá,15,Pachavita,15511,2021,34,4,9,0,14,175,63,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,5,1,0,0,110,95,35
Boyacá,15,Páez,15514,2021,21,11,16,100,54,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,0,0,3
Boyacá,15,Paipa,15516,2021,53,0,6,86,18,105,89,13,60,8,4,157,145,268,0,4,0,0,0,0,0,0,0,0,15,6,7,9,13,130,40,57
Boyacá,15,Pajarito,15518,2021,7,0,1,9,0,15,0,1,20,0,1,12,0,50,0,1,0,0,0,0,0,0,0,0,3,0,1,6,0,20,8,3
Boyacá,15,Panqueba,15522,2021,13,5,2,0,22,0,45,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Boyacá,15,Pauna,15531,2021,25,8,4,15,50,101,0,5,28,0,3,96,30,350,0,1,0,0,0,0,0,0,0,0,5,1,1,0,52,0,2,5
Boyacá,15,Paya,15533,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,2,22,17,24,14,14
Boyacá,15,Paz de Río,15537,2021,12,0,1,8,26,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,17,0,0,2
Boyacá,15,Pesca,15542,2021,6,0,1,0,0,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,28,28,10
Boyacá,15,Pisba,15550,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,21,12,24,26,18,34,56
Boyacá,15,Puerto Boyacá,15572,2021,0,0,0,0,0,49,0,1,48,3,3,72,66,385,0,1,370,100,3,500,900,4850,0,2,0,0,0,0,0,0,0,0
Boyacá,15,Quípama,15580,2021,10,1,2,2,13,12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,10,3,0,1
Boyacá,15,Ramiriquí,15599,2021,70,10,5,24,87,151,35,19,75,0,8,117,0,390,85,5,61,13,2,85,140,399,0,1,49,8,4,10,270,109,51,67
Boyacá,15,Ráquira,15600,2021,11,0,5,0,19,51,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,13,0,5,2
Boyacá,15,Rondón,15621,2021,19,2,4,19,62,2,10,5,15,0,1,14,0,80,0,1,0,0,0,0,0,0,0,0,7,3,1,9,36,15,0,6
Boyacá,15,Saboyá,15632,2021,59,6,10,56,164,83,12,14,28,4,2,88,200,0,96,1,0,0,0,0,0,0,0,0,22,13,9,8,113,69,15,24
Boyacá,15,Sáchica,15638,2021,16,2,10,0,31,17,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,14,0,2
Boyacá,15,Samacá,15646,2021,25,15,17,29,47,43,0,5,78,4,2,61,102,89,0,3,0,0,0,0,0,0,0,0,3,0,0,0,9,98,11,36
Boyacá,15,San Eduardo,15660,2021,2,0,0,21,0,0,0,1,10,0,1,12,0,0,0,1,0,0,0,0,0,0,0,0,5,4,1,8,21,0,0,4
Boyacá,15,San José de Pare,15664,2021,49,2,7,97,12,65,35,11,25,0,4,0,59,17,0,2,0,0,0,0,0,0,0,0,6,2,2,19,0,18,5,7
Boyacá,15,San Luis de Gaceno,15667,2021,6,0,2,0,8,32,0,1,34,3,4,0,0,77,28,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Boyacá,15,San Mateo,15673,2021,24,6,5,21,107,42,18,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,4,29,20,13
Boyacá,15,San Miguel de Sema,15676,2021,12,3,0,0,59,43,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,17,25,0,8
Boyacá,15,San Pablo de Borbur,15681,2021,45,8,7,26,207,38,50,10,14,0,3,12,8,0,0,1,0,0,0,0,0,0,0,0,6,0,1,0,33,20,0,5
Boyacá,15,Santana,15686,2021,35,3,8,76,12,60,31,6,32,2,3,63,0,143,0,2,423,36,6,480,830,1780,0,2,6,0,0,37,4,17,0,7
Boyacá,15,Santa María,15690,2021,23,2,3,0,0,149,0,4,12,6,1,0,0,69,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1
Boyacá,15,Santa Rosa de Viterbo,15693,2021,42,2,7,37,38,164,156,17,173,18,19,124,25,351,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,3,17,6
Boyacá,15,Santa Sofía,15696,2021,1,0,1,0,0,34,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,4,0,14,0,3
Boyacá,15,Sativanorte,15720,2021,20,0,5,0,41,15,33,4,44,24,3,16,51,0,100,1,0,0,0,0,0,0,0,0,2,0,1,0,7,18,18,8
Boyacá,15,Sativasur,15723,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10,4,0,2
Boyacá,15,Siachoque,15740,2021,17,4,1,0,53,14,20,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,6,16,4,241,62,90,132
Boyacá,15,Soatá,15753,2021,34,2,6,8,108,68,4,6,20,8,2,0,41,39,0,2,0,0,0,0,0,0,0,0,4,0,0,0,22,1,0,3
Boyacá,15,Socotá,15755,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,28,22,0,5
Boyacá,15,Socha,15757,2021,0,0,0,0,0,0,0,0,59,14,3,20,130,166,0,3,0,0,0,0,0,0,0,0,2,0,1,9,5,0,0,2
Boyacá,15,Sogamoso,15759,2021,97,0,15,27,3,324,168,23,25,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,16,5,2,12,3,198,13,39
Boyacá,15,Somondoco,15761,2021,26,0,4,36,115,2,2,7,35,0,2,72,51,20,0,2,374,49,3,609,700,0,1100,2,30,1,0,0,243,8,1,26
Boyacá,15,Sora,15762,2021,13,0,2,0,10,3,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,7,8,119,72,82,36,82
Boyacá,15,Sotaquirá,15763,2021,8,2,1,21,22,20,4,3,23,0,1,8,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,15,37,18
Boyacá,15,Soracá,15764,2021,4,1,2,3,0,19,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,0,0,31,69,41,28
Boyacá,15,Susacón,15774,2021,11,2,2,8,45,0,20,3,10,46,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,16,12,11,8
Boyacá,15,Sutamarchán,15776,2021,7,2,3,6,0,66,0,2,35,2,5,25,64,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Boyacá,15,Sutatenza,15778,2021,53,8,4,58,189,63,0,11,116,2,5,83,74,112,0,3,0,0,0,0,0,0,0,0,15,1,1,0,98,4,0,16
Boyacá,15,Tasco,15790,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,6,24,18,19,14,17
Boyacá,15,Tenza,15798,2021,29,1,2,20,0,103,39,7,15,0,2,0,0,0,53,1,243,15,7,360,640,425,0,2,6,7,1,0,1,69,42,18
Boyacá,15,Tibaná,15804,2021,21,2,4,57,101,51,17,9,22,6,2,0,10,340,20,3,1350,300,13,2400,5050,4800,9800,2,4,2,1,0,18,33,0,10
Boyacá,15,Tibasosa,15806,2021,36,7,4,45,16,79,52,9,0,0,0,0,0,0,0,0,152,20,3,320,420,665,0,2,21,4,2,0,15,94,38,15
Boyacá,15,Tinjacá,15808,2021,7,8,0,0,91,91,12,5,20,10,1,0,17,40,0,1,0,0,0,0,0,0,0,0,1,0,1,0,18,0,0,2
Boyacá,15,Tipacoque,15810,2021,14,4,4,0,20,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,6,0,60,3,2,10
Boyacá,15,Toca,15814,2021,16,1,3,9,103,17,16,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,13,11,10,412,44,82,101
Boyacá,15,Togüí,15816,2021,16,10,5,54,28,15,0,5,14,0,1,0,25,0,0,1,0,0,0,0,0,0,0,0,13,6,5,42,7,34,4,18
Boyacá,15,Tópaga,15820,2021,13,3,2,0,0,15,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1
Boyacá,15,Tota,15822,2021,6,1,0,0,7,1,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,2,0,2,73,11,22
Boyacá,15,Tununguá,15832,2021,2,0,0,0,20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,22,0,6
Boyacá,15,Turmequé,15835,2021,0,0,0,0,10,72,0,4,128,35,4,129,360,31,442,3,0,0,0,0,0,0,0,0,3,4,0,0,20,36,0,9
